year lat long depth NAFO sfa stratum biomass
2454 298.5 55.5 780.2265 3K 6 5 391.065282026887
2455 285.5 49.5 791.06 3K 6 5 266.296243442342
2456 285.5 41.5 708.5187 3K 6 5 379.352786375777
2457 274.5 57.5 800.8656 3K 6 5 349.185626477782
2458 279.5 47.5 718.0253 3K 6 5 87.1079121208287
2459 287.5 49.5 865.5204 3K 6 5 73.6806360088882
2460 271.5 41.5 649.3097 3K 6 5 357.050610358971
2461 272.5 51.5 735.7317 3K 6 5 255.763786167032
2462 275.5 40.5 691.4702 3K 6 5 1623.17932606574
2463 264.5 50.5 782.9319 3K 6 5 87.6969887301464
2464 287.5 49.5 865.5204 3K 6 5 221.776739083434
2465 276.5 36.5 615.126 3K 6 5 124.939286221532
2466 301.5 42.5 820.4037 3K 6 5 139.378128978661
2467 272.5 45.5 828.2581 3K 6 5 0.679096284485215
2468 271.5 51.5 763.5295 3K 6 5 66.4702557591983
2469 279.5 50.5 723.7387 3K 6 5 305.179556294278
2470 264.5 52.5 699.0385 3K 6 5 521.621911713735
2471 299.5 39.5 793.1605 3K 6 5 29.9135679633342
2472 267.5 50.5 775.4091 3K 6 5 78.211704016035
2473 278.5 48.5 738.0702 3K 6 5 594.810074288324
2474 283.5 56.5 716.2896 3K 6 5 111.633786974242
2475 289.5 73.5 724.4398 3K 6 5 929.397895006152
2476 267.5 47.5 818.2456 3K 6 5 91.4797225968778
2477 266.5 47.5 770.9747 3K 6 5 67.7743598476944
2478 276.5 74.5 783.0036 3K 6 5 249.386259325504
2479 263.5 51.5 710.5908 3K 6 5 111.555196733252
2480 271.5 52.5 714.0037 3K 6 5 118.670768111409
2481 282.5 42.5 710.5644 3K 6 5 1677.74246496237
2482 268.5 45.5 764.3725 3K 6 5 311.235987868491
2483 273.5 58.5 773.3028 3K 6 5 170.19231747953
2484 289.5 45.5 832.3909 3K 6 5 453.767925057477
2485 285.5 55.5 718.7901 3K 6 5 467.13343895587
2486 267.5 54.5 816.373 3K 6 5 245.34177977695
2487 269.5 55.5 766.9133 3K 6 5 43.5590374886656
2488 285.5 64.5 656.561 3K 6 5 111.233766279098
2489 294.5 45.5 881.6781 3K 6 5 43.5100512112063
2490 295.5 50.5 833.9256 3K 6 5 535.309838044621
1991 397.5 287.5 757.0779 3K 6 24 173.501595779947
1992 390.5 299.5 938.5294 3K 6 24 202.868884816896
1993 384.5 304.5 800.9053 3K 6 24 72.2254250952388
1994 393.5 292.5 925.6239 3K 6 24 593.547603543934
1995 394.5 282.5 727.3182 3K 6 24 180.777033468269
1996 396.5 274.5 752.399 3K 6 24 62.9448678384904
1997 399.5 297.5 771.9116 3K 6 24 185.355075747916
1998 392.5 308.5 853.6426 3K 6 24 59.7882062050922
1999 376.5 298.5 732.5174 3K 6 24 631.477272070255
2000 392.5 307.5 856.6792 3K 6 24 48.2760316355374
2001 374.5 298.5 738.3286 3K 6 24 102.39465143234
2002 406.5 278.5 721.5277 3K 6 24 400.91693666344
2003 388.5 294.5 928.1789 3K 6 24 1.99782011893445
2004 376.5 297.5 761.6628 3K 6 24 17.4902801368733
2005 387.5 307.5 879.1151 3K 6 24 134.626945896953
2006 394.5 306.5 924.9288 3K 6 24 159.583099181794
2007 383.5 291.5 904.5878 3K 6 24 129.239598037235
2008 399.5 294.5 693.6573 3K 6 24 312.904520646385
2009 383.5 299.5 857.5876 3K 6 24 223.062176638794
2010 388.5 299.5 916.8675 3K 6 24 69.8564070199996
2011 384.5 304.5 800.9053 3K 6 24 86.0292745340587
2012 393.5 269.5 761.9272 3K 6 24 193.129977547664
2013 389.5 268.5 767.2941 3K 6 24 62.6405387943836
2014 378.5 293.5 731.2415 3K 6 24 633.455102760777
2015 386.5 292.5 914.7971 3K 6 24 47.8775691256044
2016 404.5 275.5 750.6218 3K 6 24 343.377927116705
2017 387.5 289.5 853.2889 3K 6 24 117.268231104925
2018 391.5 293.5 893.4403 3K 6 24 42.728844880721
2019 381.5 305.5 806.971 3K 6 24 186.050447368752
2020 401.5 277.5 769.0645 3K 6 24 329.628666528641
2021 399.5 284.5 803.4019 3K 6 24 224.63460988499
2022 393.5 306.5 873.3495 3K 6 24 53.9933764895883
2023 389.5 300.5 948.7331 3K 6 24 210.242448983673
2024 397.5 276.5 743.6644 3K 6 24 108.206762904466
2025 396.5 288.5 824.6898 3K 6 24 157.350972693814
2026 386.5 290.5 873.0178 3K 6 24 180.665950672995
2027 399.5 296.5 780.9303 3K 6 24 303.476601164011
2028 396.5 296.5 857.9538 3K 6 24 25.6181606369007
2029 393.5 272.5 706.2174 3K 6 24 763.569921404248
2030 401.5 292.5 691.4275 3K 6 24 187.026655899121
2031 393.5 301.5 952.2715 3K 6 24 19.7699304823579
2032 398.5 290.5 836.116 3K 6 24 28.2411420964662
2033 374.5 304.5 787.3036 3K 6 24 141.84836916034
2034 391.5 281.5 746.526 3K 6 24 471.456799062531
2035 389.5 310.5 929.0417 3K 6 24 310.976416809414
2036 386.5 305.5 846.4258 3K 6 24 192.067490983217
2037 387.5 265.5 764.9794 3K 6 24 798.484160960499
2038 388.5 304.5 790.558 3K 6 24 224.865604485547
2039 404.5 283.5 719.9924 3K 6 24 465.926394586549
2040 388.5 304.5 790.558 3K 6 24 227.948189833605
2041 396.5 270.5 687.3847 3K 6 24 226.128256463881
2042 400.5 282.5 786.7543 3K 6 24 88.9794815813527
2043 394.5 292.5 899.0128 3K 6 24 172.300444446201
2044 386.5 292.5 914.7971 3K 6 24 82.2968482448901
2045 382.5 310.5 871.3939 3K 6 24 172.619357470907
2046 393.5 293.5 858.4403 3K 6 24 58.3158880912232
2047 394.5 309.5 993.8522 3K 6 24 34.9261597569183
2048 382.5 300.5 870.6919 3K 6 24 141.761444262778
2049 397.5 303.5 817.9511 3K 6 24 198.831739732759
2050 389.5 280.5 754.5837 3K 6 24 683.708033359261
2051 395.5 295.5 893.8952 3K 6 24 100.970469858548
2052 390.5 275.5 699.959 3K 6 24 118.744387216107
2053 376.5 306.5 707.6992 3K 6 24 282.787942268544
2054 381.5 287.5 743.2106 3K 6 24 369.545112577368
2055 393.5 269.5 761.9272 3K 6 24 19.0783281833767
2056 399.5 296.5 780.9303 3K 6 24 385.36515199329
2057 395.5 279.5 730.3986 3K 6 24 973.604029572592
2058 398.5 270.5 619.7152 3K 6 24 83.6218979832976
2059 393.5 289.5 827.7513 3K 6 24 163.67820110911
2060 398.5 301.5 865.8627 3K 6 24 154.415910704796
2061 400.5 283.5 751.6165 3K 6 24 30.4915794433006
2062 370.5 301.5 714.3937 3K 6 24 881.689647918286
2063 393.5 273.5 797.4702 3K 6 24 524.014475470659
2064 393.5 267.5 782.7167 3K 6 24 19.6048449800508
2065 398.5 276.5 720.5593 3K 6 24 15.6548966160217
2066 385.5 283.5 771.4359 3K 6 24 588.628932058569
2067 395.5 266.5 745.2004 3K 6 24 356.223039767943
2068 394.5 283.5 695.1739 3K 6 24 560.715567475003
2069 392.5 289.5 872.7584 3K 6 24 54.7234596233086
2070 387.5 296.5 928.9007 3K 6 24 91.9973725764011
2071 397.5 304.5 926.0371 3K 6 24 8.92778476567681
2072 399.5 278.5 793.1568 3K 6 24 316.415227261227
2073 387.5 298.5 965.8161 3K 6 24 82.1399488048081
2074 374.5 308.5 722.6044 3K 6 24 129.846808009112
2075 393.5 301.5 952.2715 3K 6 24 63.2078246545647
2076 394.5 288.5 832.592 3K 6 24 168.543891200493
2077 405.5 276.5 725.3879 3K 6 24 199.348166963278
2078 387.5 281.5 732.9424 3K 6 24 584.040415712931
2079 387.5 283.5 759.0444 3K 6 24 194.097536348645
2080 386.5 307.5 839.9157 3K 6 24 641.897404287707
2081 384.5 299.5 896.0762 3K 6 24 6.97070497007477
2082 397.5 281.5 839.2715 3K 6 24 61.3264675949616
2083 385.5 308.5 855.4922 3K 6 24 117.861800351311
2084 406.5 278.5 721.5277 3K 6 24 0.82048885464576
2085 398.5 302.5 929.8089 3K 6 24 30.0642530549006
2086 382.5 308.5 801.5869 3K 6 24 626.861821033981
2087 373.5 302.5 701.1487 3K 6 24 304.290838525161
2088 398.5 284.5 766.8834 3K 6 24 434.127005214528
2089 389.5 290.5 936.555 3K 6 24 1.68131892084489
2090 394.5 310.5 833.8645 3K 6 24 140.317817502785
2091 392.5 293.5 935.4943 3K 6 24 1.83386399882877
2092 390.5 292.5 903.3732 3K 6 24 202.760287701645
2093 401.5 294.5 748.9454 3K 6 24 135.842991551555
2094 393.5 266.5 757.1043 3K 6 24 95.2099758094085
2095 386.5 303.5 784.5314 3K 6 24 231.755072968558
2096 401.5 280.5 700.9542 3K 6 24 65.9813555222036
2097 392.5 266.5 781.8876 3K 6 24 519.625593779365
2098 398.5 286.5 770.3474 3K 6 24 48.9294872236368
2099 389.5 263.5 759.2971 3K 6 24 34.4448197549514
2100 397.5 288.5 801.6401 3K 6 24 66.4066034122246
2101 400.5 293.5 710.805 3K 6 24 404.498664412625
2102 394.5 296.5 906.0325 3K 6 24 0.632977598845451
2103 388.5 303.5 845.0224 3K 6 24 30.1300042621217
2104 390.5 295.5 951.8412 3K 6 24 462.891409847209
2105 395.5 303.5 987.1002 3K 6 24 86.1360181273728
2106 403.5 284.5 823.7299 3K 6 24 54.92024121104
2107 388.5 269.5 759.9465 3K 6 24 100.572844674329
2108 381.5 302.5 834.3454 3K 6 24 56.2596928359893
2109 384.5 297.5 895.7748 3K 6 24 194.221165416289
2110 397.5 271.5 684.2575 3K 6 24 166.247733642781
2111 388.5 287.5 826.6462 3K 6 24 19.1320108447694
2112 396.5 284.5 726.3045 3K 6 24 19.2253570163053
2113 396.5 287.5 798.1662 3K 6 24 127.689444044215
2114 378.5 310.5 793.1954 3K 6 24 162.794771930311
2115 396.5 296.5 857.9538 3K 6 24 165.436537729542
2116 391.5 273.5 693.5119 3K 6 24 277.256446106271
2117 382.5 296.5 897.5149 3K 6 24 251.128568557572
2118 403.5 275.5 738.8424 3K 6 24 617.057018388176
2119 392.5 273.5 713.5629 3K 6 24 60.2170519038988
2120 395.5 282.5 740.1464 3K 6 24 202.516918941928
2121 397.5 266.5 731.5961 3K 6 24 32.1480508573509
2122 377.5 298.5 749.4984 3K 6 24 328.22892746131
2123 401.5 278.5 752.1694 3K 6 24 187.421369701791
2124 400.5 293.5 710.805 3K 6 24 370.360932320075
2125 392.5 279.5 783.0619 3K 6 24 130.863023256837
2126 398.5 285.5 804.5021 3K 6 24 39.6870476347558
2127 396.5 285.5 805.9472 3K 6 24 1046.04002620612
2128 379.5 291.5 692.8235 3K 6 24 647.402394238915
2129 384.5 287.5 786.905 3K 6 24 116.22038349892
2130 391.5 279.5 739.0777 3K 6 24 547.370797877996
2131 396.5 306.5 902.2911 3K 6 24 59.975919616194
2132 388.5 309.5 901.5532 3K 6 24 417.716755061329
2133 390.5 270.5 709.7018 3K 6 24 92.1833034711214
2134 404.5 283.5 719.9924 3K 6 24 698.659483177076
2135 392.5 295.5 892.7605 3K 6 24 126.109512205727
2136 385.5 289.5 789.7823 3K 6 24 58.4802896966059
2137 388.5 303.5 845.0224 3K 6 24 10.6512305530496
2138 381.5 306.5 862.3572 3K 6 24 135.009037949791
2139 395.5 297.5 910.4573 3K 6 24 0.0648245866552956
2140 384.5 310.5 855.4936 3K 6 24 70.459474880678
2141 380.5 293.5 761.8403 3K 6 24 703.060315797647
2142 396.5 284.5 726.3045 3K 6 24 169.73403197645
2143 376.5 307.5 668.9397 3K 6 24 184.098584435039
2144 397.5 295.5 777.4465 3K 6 24 125.196717365794
2145 391.5 300.5 902.378 3K 6 24 32.603352376016
2146 385.5 299.5 876.5532 3K 6 24 209.438059769622
2147 381.5 289.5 817.8694 3K 6 24 31.2370779110751
2148 390.5 304.5 856.8327 3K 6 24 48.1129081157504
2149 403.5 285.5 827.731 3K 6 24 56.5372627342189
2150 377.5 298.5 749.4984 3K 6 24 186.210745024971
2151 396.5 308.5 960.906 3K 6 24 232.373866420136
2152 387.5 310.5 945.6557 3K 6 24 16.7837746649741
2153 384.5 309.5 811.5772 3K 6 24 137.826580131671
2154 393.5 299.5 925.7153 3K 6 24 93.6766714480838
2155 401.5 290.5 810.3768 3K 6 24 11.0670832313067
2156 378.5 306.5 783.389 3K 6 24 36.1676730209919
2157 373.5 302.5 701.1487 3K 6 24 115.657290328434
2158 379.5 291.5 692.8235 3K 6 24 283.546442779829
2159 396.5 271.5 723.2499 3K 6 24 107.008013481517
2160 390.5 309.5 851.9781 3K 6 24 82.7443029199599
2161 391.5 286.5 811.1333 3K 6 24 27.1397562450179
2162 378.5 304.5 772.0978 3K 6 24 158.958931801102
2163 377.5 303.5 766.9122 3K 6 24 484.521077569447
2164 376.5 302.5 806.0458 3K 6 24 75.8266871140524
2165 386.5 309.5 977.7592 3K 6 24 33.30472351634
2166 393.5 278.5 725.0192 3K 6 24 469.042186606288
2167 397.5 305.5 887.8812 3K 6 24 26.6148348460004
2168 394.5 299.5 893.976 3K 6 24 402.887743281608
2169 385.5 299.5 876.5532 3K 6 24 64.0519059614085
2170 395.5 306.5 884.5322 3K 6 24 74.203715129601
2171 396.5 302.5 906.5104 3K 6 24 579.797561487697
2172 376.5 306.5 707.6992 3K 6 24 197.87964426657
2173 393.5 266.5 757.1043 3K 6 24 3.67866815192633
2174 374.5 305.5 749.6165 3K 6 24 342.585121725439
2175 394.5 281.5 780.4543 3K 6 24 363.895894633408
2176 374.5 307.5 795.3333 3K 6 24 184.842839022824
2177 382.5 301.5 841.8346 3K 6 24 241.349263404678
2178 385.5 311.5 843.5407 3K 6 24 156.819137222786
2179 372.5 306.5 732.1687 3K 6 24 230.082338030785
2180 379.5 300.5 829.1872 3K 6 24 422.786142324447
2181 372.5 299.5 731.152 3K 6 24 362.829881935433
2182 382.5 302.5 846.0254 3K 6 24 331.351352582717
2183 374.5 302.5 724.1741 3K 6 24 1475.44369190283
2184 397.5 288.5 801.6401 3K 6 24 90.0950425050828
2185 389.5 270.5 676.2895 3K 6 24 205.673961100786
2186 386.5 285.5 782.1155 3K 6 24 330.983104493213
2187 392.5 268.5 688.3693 3K 6 24 377.622440372296
2188 390.5 288.5 828.4575 3K 6 24 96.8986775453421
2189 396.5 267.5 650.9907 3K 6 24 346.424948153765
2190 387.5 285.5 799.6321 3K 6 24 120.033072184387
2191 380.5 291.5 828.0527 3K 6 24 34.8639534115619
2192 397.5 304.5 926.0371 3K 6 24 65.5314194170525
2193 389.5 293.5 958.575 3K 6 24 151.938154531191
2194 397.5 284.5 767.9802 3K 6 24 59.9792803498143
2195 389.5 292.5 971.3183 3K 6 24 123.719521439522
2196 392.5 305.5 862.2234 3K 6 24 360.625747333104
2197 382.5 293.5 865.2022 3K 6 24 11.2671935793133
2198 394.5 282.5 727.3182 3K 6 24 651.642580067685
2199 390.5 264.5 771.1619 3K 6 24 289.039692859871
2200 391.5 289.5 839.0677 3K 6 24 255.821171043508
2201 384.5 309.5 811.5772 3K 6 24 29.2818761448399
2202 401.5 294.5 748.9454 3K 6 24 1.09235905407719
2203 389.5 282.5 791.1867 3K 6 24 814.930773133123
2204 391.5 304.5 893.6366 3K 6 24 41.1030590091224
2205 380.5 304.5 761.0916 3K 6 24 290.805883722113
2206 393.5 298.5 919.6467 3K 6 24 423.014263309103
2207 386.5 297.5 891.2933 3K 6 24 229.298832159611
2208 373.5 297.5 799.7583 3K 6 24 180.024241812834
2209 375.5 310.5 690.7017 3K 6 24 221.975433069372
2210 391.5 275.5 692.602 3K 6 24 280.657060414435
2211 389.5 301.5 958.3907 3K 6 24 57.9062783551524
2212 387.5 304.5 814.3007 3K 6 24 232.038038556398
2213 388.5 265.5 826.2837 3K 6 24 10.995122554454
2214 404.5 277.5 695.2906 3K 6 24 394.089381289396
2215 393.5 267.5 782.7167 3K 6 24 372.13389423821
2216 394.5 281.5 780.4543 3K 6 24 568.567635174239
2217 390.5 275.5 699.959 3K 6 24 102.931337042176
2218 394.5 268.5 668.4282 3K 6 24 174.550893005489
2219 396.5 305.5 896.0071 3K 6 24 91.1023322427835
2220 386.5 291.5 850.3379 3K 6 24 618.93396163987
2221 371.5 302.5 742.4967 3K 6 24 54.1438383154679
2222 396.5 275.5 715.8578 3K 6 24 0.212312516591556
2223 392.5 311.5 862.0465 3K 6 24 183.324345463236
2224 373.5 297.5 799.7583 3K 6 24 456.692979196632
2225 389.5 268.5 767.2941 3K 6 24 516.900995289415
2226 388.5 309.5 901.5532 3K 6 24 54.7265608417955
2227 386.5 308.5 858.1944 3K 6 24 170.317950308674
2228 392.5 276.5 786.5305 3K 6 24 203.294214813196
2229 373.5 301.5 781.116 3K 6 24 601.436205989465
2230 378.5 296.5 765.6809 3K 6 24 422.279857116771
2231 381.5 305.5 806.971 3K 6 24 33.5795757540292
2232 388.5 285.5 816.4804 3K 6 24 143.010520439703
2233 394.5 276.5 769.3556 3K 6 24 435.133824187342
2234 392.5 281.5 758.6645 3K 6 24 212.164102375099
2235 400.5 280.5 746.8101 3K 6 24 461.696834435143
2236 393.5 292.5 925.6239 3K 6 24 116.500986637004
2237 396.5 271.5 723.2499 3K 6 24 244.858184843731
2238 403.5 279.5 705.1676 3K 6 24 110.133544450595
2239 393.5 296.5 981.7303 3K 6 24 62.9836012900436
2240 390.5 302.5 907.1935 3K 6 24 7.87544477924904
2241 388.5 280.5 841.9586 3K 6 24 2.33780125646499
2242 396.5 281.5 827.1457 3K 6 24 157.06005082828
2243 384.5 311.5 849.1581 3K 6 24 324.366859640832
2244 389.5 294.5 961.0842 3K 6 24 12.2051401768959
2245 395.5 273.5 793.9514 3K 6 24 186.068742729806
2246 378.5 307.5 750.4983 3K 6 24 159.755990164837
2247 391.5 308.5 785.0202 3K 6 24 1187.04172811471
2248 396.5 301.5 898.7553 3K 6 24 31.2844731806997
2249 374.5 303.5 724.5167 3K 6 24 47.66824378968
2250 395.5 292.5 807.1483 3K 6 24 166.937677348238
2251 383.5 299.5 857.5876 3K 6 24 210.154358672845
2252 394.5 288.5 832.592 3K 6 24 53.0303724054959
2253 389.5 294.5 961.0842 3K 6 24 175.617164551151
2254 390.5 263.5 695.0745 3K 6 24 43.8310347200375
2255 381.5 295.5 857.0456 3K 6 24 45.1831143190208
2256 394.5 271.5 781.5302 3K 6 24 664.559358524768
2257 404.5 276.5 768.3907 3K 6 24 519.616940982201
2258 394.5 292.5 899.0128 3K 6 24 102.845478652367
2259 387.5 289.5 853.2889 3K 6 24 184.991244141964
2260 403.5 279.5 705.1676 3K 6 24 325.24881116648
2261 404.5 275.5 750.6218 3K 6 24 63.6690550269089
2262 373.5 306.5 735.6662 3K 6 24 228.271001670001
2263 383.5 288.5 808.5456 3K 6 24 101.117758568292
2264 394.5 276.5 769.3556 3K 6 24 541.889330091377
2265 391.5 296.5 1008.4308 3K 6 24 81.6936057674152
2266 391.5 289.5 839.0677 3K 6 24 62.3135837010332
2267 378.5 300.5 807.9525 3K 6 24 207.49600675197
2268 405.5 279.5 779.6803 3K 6 24 168.89664907211
2269 387.5 268.5 686.5461 3K 6 24 230.558432222086
2270 392.5 302.5 883.1425 3K 6 24 346.855302012869
2271 399.5 271.5 718.0025 3K 6 24 77.0362801876004
2272 392.5 312.5 802.8111 3K 6 24 502.472493274532
2273 394.5 272.5 778.5087 3K 6 24 1220.02415064397
2274 389.5 304.5 853.3296 3K 6 24 316.940438515316
2275 394.5 288.5 832.592 3K 6 24 292.125463710608
2276 395.5 267.5 697.2855 3K 6 24 267.489267248032
2277 386.5 305.5 846.4258 3K 6 24 37.0336185432167
2278 387.5 294.5 939.2136 3K 6 24 122.358731995177
2279 374.5 303.5 724.5167 3K 6 24 823.343650523251
2280 394.5 275.5 760.7584 3K 6 24 149.36537288857
2281 389.5 303.5 859.3682 3K 6 24 250.404577637271
2282 392.5 299.5 854.8648 3K 6 24 225.505953651212
2283 391.5 294.5 940.6338 3K 6 24 3.73456208743151
2284 401.5 291.5 751.3662 3K 6 24 203.876676598674
2285 402.5 289.5 758.0111 3K 6 24 136.721969483691
2286 392.5 266.5 781.8876 3K 6 24 977.95645286986
2287 382.5 294.5 843.7313 3K 6 24 25.5278550673984
2288 382.5 291.5 846.1883 3K 6 24 208.743330489127
2289 398.5 282.5 761.2689 3K 6 24 332.892537298809
2290 384.5 295.5 869.6709 3K 6 24 681.935945853504
2291 384.5 298.5 893.9564 3K 6 24 85.8251207661371
2292 380.5 304.5 761.0916 3K 6 24 207.236734481577
2293 381.5 308.5 840.4655 3K 6 24 115.573375386966
2294 390.5 284.5 759.127 3K 6 24 148.555445583664
2295 383.5 288.5 808.5456 3K 6 24 45.0446005546671
2296 387.5 308.5 893.6924 3K 6 24 113.149261164602
2297 380.5 303.5 856.9449 3K 6 24 206.965450192172
2298 383.5 284.5 704.923 3K 6 24 91.3384007309521
2299 372.5 303.5 779.1191 3K 6 24 133.076020793027
2300 386.5 293.5 875.1684 3K 6 24 375.633751152826
2301 394.5 311.5 859.9265 3K 6 24 75.5426432205282
2302 398.5 285.5 804.5021 3K 6 24 153.96937195707
2303 382.5 303.5 774.0791 3K 6 24 343.965183564583
2304 391.5 275.5 692.602 3K 6 24 134.227462103182
2305 391.5 269.5 828.0198 3K 6 24 544.483915848437
2306 380.5 311.5 768.8684 3K 6 24 233.968109325281
2307 393.5 282.5 787.4107 3K 6 24 266.81409118442
2308 377.5 303.5 766.9122 3K 6 24 303.028937363376
2309 388.5 287.5 826.6462 3K 6 24 4.3577945850848
2310 380.5 291.5 828.0527 3K 6 24 186.995325387471
2311 377.5 299.5 751.6511 3K 6 24 310.022293929369
2312 399.5 285.5 667.7504 3K 6 24 199.852432913387
2313 394.5 264.5 791.6671 3K 6 24 444.957374301241
2314 377.5 303.5 766.9122 3K 6 24 77.4734087554587
2315 376.5 302.5 806.0458 3K 6 24 363.429539740618
2316 397.5 268.5 738.556 3K 6 24 304.357560144182
2317 379.5 300.5 829.1872 3K 6 24 40.8387705332203
2318 389.5 279.5 726.9086 3K 6 24 55.0213557142053
2319 387.5 287.5 823.3832 3K 6 24 81.7031206181329
2320 394.5 303.5 888.1184 3K 6 24 31.3973573470305
2321 398.5 281.5 782.6949 3K 6 24 32.8122027999903
2322 374.5 304.5 787.3036 3K 6 24 452.611751201433
2323 380.5 300.5 836.3473 3K 6 24 251.244406655714
2324 373.5 307.5 752.2878 3K 6 24 103.047217042568
2325 391.5 294.5 940.6338 3K 6 24 72.8149059578045
2326 380.5 295.5 768.6035 3K 6 24 45.1872521715623
2327 393.5 274.5 713.3895 3K 6 24 182.456981274519
2328 389.5 294.5 961.0842 3K 6 24 9.89711597583557
2329 394.5 289.5 895.3911 3K 6 24 81.3240886676046
2330 378.5 298.5 743.817 3K 6 24 240.674454153306
2331 393.5 300.5 916.979 3K 6 24 203.144523720797
2332 389.5 295.5 937.9519 3K 6 24 10.6914391027495
2333 391.5 299.5 988.8039 3K 6 24 154.821713978143
2334 394.5 265.5 799.3525 3K 6 24 102.612292548024
2335 371.5 304.5 708.3276 3K 6 24 139.545126084491
2336 395.5 297.5 910.4573 3K 6 24 166.212910361605
2337 390.5 271.5 747.274 3K 6 24 94.9892991553762
2338 379.5 310.5 775.8941 3K 6 24 111.295300105729
2339 376.5 302.5 806.0458 3K 6 24 1.67440938423467
2340 381.5 288.5 773.353 3K 6 24 88.4305319847457
2341 390.5 295.5 951.8412 3K 6 24 6.04848113825376
2342 389.5 281.5 800.03 3K 6 24 211.973983979702
2343 381.5 302.5 834.3454 3K 6 24 255.546219320117
2344 400.5 295.5 690.3994 3K 6 24 139.065277382871
2345 393.5 294.5 898.5263 3K 6 24 19.3267199354528
2346 396.5 281.5 827.1457 3K 6 24 186.1459960035
2347 378.5 297.5 728.876 3K 6 24 114.503571075485
2348 382.5 310.5 871.3939 3K 6 24 129.372619583759
2349 402.5 276.5 834.9436 3K 6 24 14.7907697514963
2350 383.5 295.5 897.1205 3K 6 24 68.3409478857036
2351 380.5 300.5 836.3473 3K 6 24 210.908515976457
2352 395.5 265.5 772.5879 3K 6 24 32.1480766201426
2353 386.5 265.5 753.1059 3K 6 24 108.762607570356
2354 396.5 271.5 723.2499 3K 6 24 261.228175524792
2355 397.5 275.5 748.6211 3K 6 24 132.570577679315
2356 396.5 284.5 726.3045 3K 6 24 221.601426068657
2357 385.5 293.5 993.2999 3K 6 24 25.0517422631078
2358 371.5 300.5 741.5175 3K 6 24 625.90831451878
2359 380.5 307.5 885.9509 3K 6 24 72.6295284443006
2360 406.5 277.5 700.9824 3K 6 24 243.217750373652
2361 375.5 308.5 748.54 3K 6 24 9.11862693142161
2362 392.5 278.5 724.6292 3K 6 24 249.761978546915
2363 399.5 271.5 718.0025 3K 6 24 53.2578475748965
2364 389.5 277.5 739.768 3K 6 24 511.335250209651
2365 388.5 312.5 912.9639 3K 6 24 72.9730433447016
2366 382.5 286.5 707.9649 3K 6 24 487.373296683654
2367 392.5 269.5 761.6028 3K 6 24 423.371536594158
2368 389.5 304.5 853.3296 3K 6 24 294.72869413674
2369 384.5 302.5 806.2118 3K 6 24 57.6530186778687
2370 399.5 281.5 772.3573 3K 6 24 143.988956076407
2371 386.5 295.5 858.6043 3K 6 24 185.729887256301
2372 380.5 303.5 856.9449 3K 6 24 0.00245341214339452
2373 399.5 273.5 764.1385 3K 6 24 637.133310707357
2374 376.5 301.5 810.5072 3K 6 24 102.841943572291
2375 383.5 302.5 741.0764 3K 6 24 419.549527483162
2376 394.5 309.5 993.8522 3K 6 24 23.9446169551878
2377 385.5 308.5 855.4922 3K 6 24 208.803168077923
2378 401.5 279.5 746.5351 3K 6 24 360.8779756025
2379 393.5 300.5 916.979 3K 6 24 139.878117194317
2380 383.5 301.5 790.2618 3K 6 24 231.456941037897
2381 381.5 308.5 840.4655 3K 6 24 23.6258226400048
2382 395.5 299.5 886.7225 3K 6 24 9.25784273661372
2383 390.5 288.5 828.4575 3K 6 24 73.1801945629633
2384 395.5 272.5 779.2631 3K 6 24 189.421717211785
2385 392.5 305.5 862.2234 3K 6 24 187.207172489651
2386 386.5 296.5 834.5934 3K 6 24 136.141939681626
2387 389.5 309.5 872.8267 3K 6 24 207.00505484072
2388 381.5 306.5 862.3572 3K 6 24 193.126968572394
2389 390.5 276.5 729.4566 3K 6 24 666.669127622192
2390 380.5 292.5 815.438 3K 6 24 151.738145675119
2391 385.5 291.5 788.222 3K 6 24 236.755903271011
2392 380.5 306.5 859.5964 3K 6 24 135.452338224731
2393 388.5 281.5 785.8275 3K 6 24 247.062582215557
2394 381.5 287.5 743.2106 3K 6 24 308.314790948965
2395 389.5 280.5 754.5837 3K 6 24 325.579667417242
