year lat long depth NAFO sfa stratum biomass
2251 461.5 482.5 627.5256 3K 6 217 37.1285857626037
2251 352.5 332.5 679.7589 3K 6 217 396.17627596613
2251 387.5 379.5 623.7463 3K 6 217 115.177710165172
2252 313.5 324.5 707.4411 3K 6 217 313.519021340406
2252 357.5 299.5 631.5591 3K 6 217 844.50731705034
2252 353.5 281.5 600.0371 3K 6 217 458.763972544241
2253 435.5 457.5 496.9247 3K 6 217 772.217085026012
2253 331.5 348.5 592.4737 3K 6 217 1027.5439605486
2253 354.5 371.5 567.5382 3K 6 217 246.878225148291
2254 463.5 480.5 544.73 3K 6 217 293.015597488811
2254 453.5 450.5 698.4984 3K 6 217 135.82182109043
2254 359.5 277.5 513.2533 3K 6 217 164.304879026952
2255 328.5 333.5 619.8105 3K 6 217 106.730039978984
2255 435.5 417.5 639.2352 3K 6 217 338.434679667238
2255 432.5 486.5 563.6878 3K 6 217 644.314197204652
2256 328.5 328.5 702.2662 3K 6 217 52.5999509672464
2256 347.5 305.5 618.9044 3K 6 217 123.690205711162
2256 373.5 325.5 529.1239 3K 6 217 1199.22240170783
2257 373.5 328.5 549.936 3K 6 217 189.799830569649
2257 353.5 371.5 610.0436 3K 6 217 220.10525497065
2257 416.5 414.5 504.9727 3K 6 217 311.149095913081
2258 420.5 416.5 528.9078 3K 6 217 680.780124595255
2258 452.5 451.5 687.6969 3K 6 217 33.8481182783613
2258 436.5 485.5 540.8078 3K 6 217 1088.04389314281
2259 405.5 410.5 581.9469 3K 6 217 153.18418135309
2259 368.5 293.5 621.4991 3K 6 217 522.728378033286
2259 438.5 458.5 564.4528 3K 6 217 1526.22863809038
2260 459.5 465.5 633.3099 3K 6 217 372.242384598887
2260 378.5 277.5 503.6102 3K 6 217 579.220384916199
2260 335.5 348.5 615.4007 3K 6 217 355.326465115847
2261 457.5 477.5 601.7981 3K 6 217 413.789346768807
2261 315.5 319.5 602.1269 3K 6 217 288.62403739596
2261 357.5 298.5 613.9358 3K 6 217 241.606888835929
2262 346.5 313.5 558.628 3K 6 217 438.751108925926
2262 367.5 290.5 539.5679 3K 6 217 172.479385611766
2262 417.5 413.5 587.4854 3K 6 217 561.101248361807
2263 440.5 479.5 686.0712 3K 6 217 414.455368639692
2263 361.5 320.5 576.4683 3K 6 217 265.39878802861
2263 456.5 482.5 561.1071 3K 6 217 686.131900433258
2264 459.5 457.5 567.2803 3K 6 217 414.951189396773
2264 441.5 482.5 774.3873 3K 6 217 66.8517784043318
2264 319.5 341.5 583.0723 3K 6 217 1057.24445298166
2265 433.5 475.5 576.2337 3K 6 217 235.822685354391
2265 449.5 481.5 581.7709 3K 6 217 33.4561525342734
2265 454.5 480.5 638.3667 3K 6 217 180.601901867114
2266 433.5 480.5 698.2286 3K 6 217 404.629400108589
2266 434.5 452.5 520.6223 3K 6 217 345.3284034723
2266 321.5 328.5 693.8779 3K 6 217 365.792966720103
2267 451.5 456.5 576.29 3K 6 217 414.640478241768
2267 358.5 284.5 700.491 3K 6 217 176.766774585088
2267 313.5 340.5 592.4851 3K 6 217 486.98597490273
2268 359.5 297.5 686.6802 3K 6 217 74.8709551216183
2268 357.5 278.5 550.1597 3K 6 217 1169.34866144313
2268 371.5 325.5 431.8178 3K 6 217 967.166403730914
2269 363.5 323.5 565.9804 3K 6 217 112.508132959336
2269 470.5 477.5 578.641 3K 6 217 341.04661064716
2269 308.5 337.5 648.1801 3K 6 217 307.828010717198
2270 315.5 331.5 682.6158 3K 6 217 102.849136994531
2270 463.5 482.5 646.8266 3K 6 217 426.463026219949
2270 432.5 480.5 687.8307 3K 6 217 33.8133056720255
2271 378.5 327.5 511.5925 3K 6 217 1082.71248068905
2271 315.5 338.5 600.8198 3K 6 217 524.578095435665
2271 432.5 451.5 573.6759 3K 6 217 182.593199210919
2272 431.5 478.5 622.406 3K 6 217 456.112848652972
2272 465.5 477.5 696.0217 3K 6 217 248.928510417999
2272 362.5 280.5 590.0677 3K 6 217 718.687637734101
2273 440.5 483.5 593.4941 3K 6 217 1397.50404195721
2273 462.5 461.5 569.5403 3K 6 217 1070.11719181546
2273 360.5 295.5 569.7234 3K 6 217 89.0404257033003
2274 457.5 459.5 596.3875 3K 6 217 174.188474278103
2274 351.5 320.5 648.8286 3K 6 217 500.524379037068
2274 435.5 477.5 626.1296 3K 6 217 275.448355529359
2275 453.5 481.5 661.3342 3K 6 217 177.391843636814
2275 329.5 352.5 578.5971 3K 6 217 93.5899368626619
2275 384.5 381.5 592.601 3K 6 217 344.50559887869
2276 344.5 329.5 513.8916 3K 6 217 195.894106969299
2276 429.5 448.5 516.8776 3K 6 217 943.591417009844
2276 357.5 284.5 597.3135 3K 6 217 202.449647505698
2277 372.5 290.5 647.2793 3K 6 217 390.676854065351
2277 433.5 430.5 628.5595 3K 6 217 30.8543933084573
2277 356.5 328.5 577.6886 3K 6 217 324.199113025621
2278 319.5 317.5 683.2269 3K 6 217 137.070636782362
2278 324.5 329.5 673.9909 3K 6 217 26.1201670249396
2278 332.5 327.5 682.2119 3K 6 217 169.208411990169
2279 392.5 385.5 626.2991 3K 6 217 44.1598242505229
2279 443.5 473.5 662.5632 3K 6 217 227.740109783929
2279 358.5 315.5 588.8262 3K 6 217 485.097844147671
2280 442.5 471.5 668.9841 3K 6 217 135.878288834645
2280 315.5 334.5 671.1744 3K 6 217 392.010371438562
2280 362.5 288.5 546.7522 3K 6 217 954.681836343828
2281 353.5 314.5 586.7705 3K 6 217 102.228136189279
2281 383.5 369.5 540.3359 3K 6 217 865.844584117852
2281 444.5 471.5 638.3019 3K 6 217 859.595722550288
2282 316.5 341.5 617.9441 3K 6 217 440.863745370233
2282 348.5 364.5 558.4413 3K 6 217 375.690411294902
2282 330.5 349.5 570.4756 3K 6 217 942.140847521855
2283 366.5 372.5 611.6971 3K 6 217 192.659055267265
2283 354.5 278.5 601.0671 3K 6 217 272.720664236075
2283 368.5 282.5 576 3K 6 217 408.060529292361
2284 442.5 458.5 591.0729 3K 6 217 737.563413124372
2284 332.5 328.5 570.5676 3K 6 217 0.0896246240565103
2284 426.5 445.5 525.6812 3K 6 217 580.73514843924
2285 386.5 376.5 545.1292 3K 6 217 342.06292156234
2285 396.5 384.5 577.7285 3K 6 217 6.60172608256438
2285 318.5 329.5 709.1986 3K 6 217 22.8945045919981
2286 375.5 329.5 511.7625 3K 6 217 188.497528332897
2286 456.5 459.5 565.0765 3K 6 217 383.240016292862
2286 362.5 322.5 599.8159 3K 6 217 129.357624921259
2287 365.5 280.5 560.5694 3K 6 217 209.754524167098
2287 404.5 409.5 582.3677 3K 6 217 681.98740779327
2287 333.5 350.5 588.4836 3K 6 217 385.305341929775
2288 433.5 425.5 580.7366 3K 6 217 148.49028161461
2288 319.5 318.5 636.5444 3K 6 217 307.286467044752
2288 451.5 483.5 544.3 3K 6 217 1228.25900965217
2289 337.5 355.5 599.9628 3K 6 217 482.105253593991
2289 455.5 477.5 678.2915 3K 6 217 161.400947903576
2289 422.5 413.5 601.4886 3K 6 217 71.511773399775
2290 432.5 448.5 644.7428 3K 6 217 592.697335314723
2290 351.5 279.5 606.8065 3K 6 217 128.612730407905
2290 320.5 323.5 636.0256 3K 6 217 32.2686305028316
2291 353.5 308.5 609.5675 3K 6 217 338.421956115295
2291 399.5 398.5 552.1771 3K 6 217 786.426741471943
2291 387.5 369.5 638.1051 3K 6 217 211.85689648345
2292 438.5 483.5 618.0961 3K 6 217 21.2533392585003
2292 314.5 343.5 529.4693 3K 6 217 470.881822582442
2292 314.5 336.5 723.7365 3K 6 217 168.715779887406
2293 434.5 429.5 621.5904 3K 6 217 411.784779703316
2293 393.5 383.5 690.3472 3K 6 217 100.189731824382
2293 364.5 297.5 672.8328 3K 6 217 645.846553312352
2294 462.5 465.5 631.2535 3K 6 217 77.7567777122431
2294 364.5 300.5 618.198 3K 6 217 952.909354163734
2294 372.5 326.5 523.0383 3K 6 217 495.492626870746
2295 458.5 478.5 613.5524 3K 6 217 1099.54233414726
2295 453.5 456.5 532.5232 3K 6 217 890.613577648918
2295 359.5 302.5 611.4792 3K 6 217 482.634988844674
2296 356.5 279.5 606.8299 3K 6 217 649.503318807298
2296 438.5 483.5 618.0961 3K 6 217 27.8146036694595
2296 367.5 279.5 571.8391 3K 6 217 606.58200151603
2297 332.5 344.5 621.0197 3K 6 217 150.665869332153
2297 430.5 446.5 578.1912 3K 6 217 344.276662736537
2297 328.5 327.5 703.8382 3K 6 217 161.903301324176
2298 347.5 361.5 653.7913 3K 6 217 389.237262681406
2298 354.5 319.5 584.4658 3K 6 217 151.460870675524
2298 324.5 320.5 608.3359 3K 6 217 682.174224647853
2299 379.5 276.5 644.8369 3K 6 217 96.6165054525764
2299 353.5 303.5 662.5621 3K 6 217 696.991096706498
2299 376.5 373.5 581.4453 3K 6 217 666.09702317113
2300 322.5 340.5 585.972 3K 6 217 602.809225841706
2300 461.5 468.5 634.0626 3K 6 217 36.6362880582452
2300 325.5 318.5 548.9553 3K 6 217 1464.96642661507
2301 319.5 323.5 612.7994 3K 6 217 540.655321192024
2301 357.5 324.5 619.5689 3K 6 217 100.810227049926
2301 313.5 322.5 636.5855 3K 6 217 142.454828868018
2302 351.5 366.5 634.3037 3K 6 217 3148.23152421929
2302 390.5 387.5 606.0308 3K 6 217 344.827474480595
2302 352.5 319.5 583.3279 3K 6 217 1869.35703336639
2303 345.5 332.5 571.5426 3K 6 217 144.196038185691
2303 361.5 371.5 611.2225 3K 6 217 13.0168645868912
2303 347.5 365.5 509.4784 3K 6 217 118.494975669615
2304 449.5 480.5 580.284 3K 6 217 323.156247024488
2304 352.5 280.5 612.622 3K 6 217 157.280274368159
2304 320.5 342.5 476.0677 3K 6 217 998.975972241928
2305 436.5 475.5 599.3875 3K 6 217 853.924074559035
2305 377.5 284.5 648.5057 3K 6 217 127.721725736754
2305 370.5 323.5 584.0326 3K 6 217 2105.30222377961
2306 339.5 356.5 679.5172 3K 6 217 232.653088002393
2306 372.5 284.5 606.243 3K 6 217 233.213631923853
2306 440.5 481.5 713.6103 3K 6 217 78.5363467774763
2307 350.5 304.5 672.066 3K 6 217 299.363061611858
2307 339.5 331.5 689.5639 3K 6 217 630.988502881987
2307 333.5 333.5 574.018 3K 6 217 640.638216547919
2308 314.5 339.5 579.1781 3K 6 217 41.7705302153826
2308 363.5 290.5 522.5645 3K 6 217 679.300291159965
2308 363.5 317.5 553.74 3K 6 217 708.121137496119
2309 427.5 444.5 651.3918 3K 6 217 193.57256384612
2309 379.5 282.5 601.7738 3K 6 217 526.798934090508
2309 394.5 382.5 671.1846 3K 6 217 31.4820439148159
2310 369.5 372.5 588.6375 3K 6 217 210.163095090017
2310 318.5 331.5 726.3846 3K 6 217 532.182081696668
2310 426.5 418.5 405.6437 3K 6 217 76.2319996674748
2311 364.5 285.5 525.9463 3K 6 217 805.037818207777
2311 367.5 320.5 699.8777 3K 6 217 157.004430576522
2311 332.5 327.5 682.2119 3K 6 217 208.983924395309
2312 366.5 378.5 597.2231 3K 6 217 256.039320437532
2312 331.5 354.5 584.0045 3K 6 217 1755.14125398684
2312 369.5 379.5 520.1858 3K 6 217 1495.13601828914
2313 355.5 324.5 630.2314 3K 6 217 36.0337087082418
2313 315.5 325.5 774.0244 3K 6 217 163.656538996002
2313 331.5 329.5 599.0825 3K 6 217 115.369928928103
2314 365.5 297.5 689.7315 3K 6 217 13.1667205054974
2314 353.5 306.5 615.2242 3K 6 217 936.802298371358
2314 465.5 480.5 555.1341 3K 6 217 177.205684362553
2315 435.5 476.5 666.7424 3K 6 217 300.957291598294
2315 455.5 481.5 533.6477 3K 6 217 110.064168381145
2315 314.5 343.5 529.4693 3K 6 217 1110.36864433915
2316 445.5 481.5 652.93 3K 6 217 303.38499201571
2316 371.5 372.5 610.6633 3K 6 217 296.031011166616
2316 367.5 284.5 574.2727 3K 6 217 273.776598230964
2317 367.5 370.5 704.2548 3K 6 217 258.310658063291
2317 408.5 413.5 539.5605 3K 6 217 728.630159977717
2317 405.5 410.5 581.9469 3K 6 217 292.424431723698
2318 343.5 331.5 536.9948 3K 6 217 578.277174374202
2318 353.5 331.5 574.4601 3K 6 217 277.024425296948
2318 386.5 376.5 545.1292 3K 6 217 144.668034319914
2319 444.5 475.5 708.454 3K 6 217 149.402152710869
2319 355.5 315.5 625.9819 3K 6 217 186.200863223694
2319 389.5 379.5 557.9689 3K 6 217 154.510557548376
2320 435.5 423.5 528.361 3K 6 217 194.278680365261
2320 322.5 331.5 675.2184 3K 6 217 336.896867473977
2320 428.5 415.5 659.8347 3K 6 217 135.429557675404
2321 434.5 456.5 533.3605 3K 6 217 1001.04847688542
2321 456.5 475.5 645.8441 3K 6 217 230.89836374061
2321 346.5 330.5 507.1346 3K 6 217 463.491710640509
2322 357.5 330.5 597.5544 3K 6 217 32.2635807893816
2322 408.5 412.5 528.6056 3K 6 217 601.394153460552
2322 348.5 361.5 630.4097 3K 6 217 467.516273594933
2323 430.5 445.5 553.2501 3K 6 217 467.799174967702
2323 333.5 329.5 581.8945 3K 6 217 244.155364877639
2323 443.5 482.5 632.4072 3K 6 217 190.261410701385
2324 352.5 280.5 612.622 3K 6 217 54.7094904825467
2324 389.5 380.5 599.237 3K 6 217 278.860937706682
2324 365.5 292.5 639.5615 3K 6 217 364.810323774884
2325 399.5 398.5 552.1771 3K 6 217 846.775791716398
2325 317.5 331.5 725.2306 3K 6 217 126.930336314082
2325 318.5 325.5 630.9809 3K 6 217 69.3208156088859
2326 355.5 314.5 604.4329 3K 6 217 221.435172787669
2326 361.5 320.5 576.4683 3K 6 217 153.869172999888
2326 369.5 289.5 537.9001 3K 6 217 442.822835843515
2327 353.5 277.5 514.2198 3K 6 217 187.435623818833
2327 398.5 399.5 581.0672 3K 6 217 409.631313617009
2327 446.5 477.5 591.2016 3K 6 217 246.797621021555
2328 387.5 382.5 558.2757 3K 6 217 887.553232780681
2328 388.5 369.5 643.4619 3K 6 217 400.935753765077
2328 311.5 338.5 616.2256 3K 6 217 241.44887446104
2329 461.5 462.5 702.3109 3K 6 217 558.261821052998
2329 356.5 311.5 618.0488 3K 6 217 87.9735854225763
2329 352.5 328.5 582.9997 3K 6 217 526.063944755417
2330 337.5 329.5 613.2687 3K 6 217 469.063740682577
2330 365.5 323.5 530.4095 3K 6 217 312.478937282633
2330 360.5 283.5 639.4964 3K 6 217 41.7334058872394
2331 336.5 327.5 644.2833 3K 6 217 216.165447021574
2331 367.5 291.5 583.71 3K 6 217 182.121354320849
2331 314.5 325.5 726.6468 3K 6 217 436.967560137438
2332 397.5 396.5 582.4667 3K 6 217 337.224013382232
2332 355.5 334.5 606.8226 3K 6 217 318.865355849193
2332 310.5 323.5 668.9976 3K 6 217 607.966485498485
2333 462.5 473.5 688.2738 3K 6 217 987.972113358004
2333 445.5 451.5 630.6637 3K 6 217 317.364290448584
2333 360.5 329.5 693.3285 3K 6 217 120.625495058236
2334 379.5 273.5 599.8 3K 6 217 1.65057126032592
2334 382.5 370.5 478.4825 3K 6 217 325.807503874276
2334 446.5 453.5 661.0839 3K 6 217 22.3998800421423
2335 370.5 280.5 532.1493 3K 6 217 526.150654748874
2335 430.5 444.5 518.4289 3K 6 217 671.110511607572
2335 322.5 333.5 774.9621 3K 6 217 42.2061347811192
2336 343.5 334.5 578.5675 3K 6 217 519.102012766526
2336 357.5 319.5 661.4951 3K 6 217 578.267199840289
2336 419.5 415.5 613.3198 3K 6 217 187.918947548278
2337 312.5 326.5 751.0314 3K 6 217 101.391585125325
2337 432.5 451.5 573.6759 3K 6 217 260.375098430079
2337 365.5 281.5 614.8255 3K 6 217 360.017785199349
2338 311.5 325.5 708.3762 3K 6 217 453.330596773502
2338 355.5 281.5 618.8083 3K 6 217 455.840153206489
2338 415.5 414.5 532.8333 3K 6 217 154.954764459564
2339 365.5 373.5 629.9574 3K 6 217 259.460905505422
2339 371.5 328.5 580.0224 3K 6 217 454.877298973693
2339 315.5 337.5 604.426 3K 6 217 495.845460672173
2340 431.5 483.5 630.2037 3K 6 217 15.2593404601704
2340 319.5 340.5 575.5276 3K 6 217 164.205991384849
2340 328.5 330.5 728.9752 3K 6 217 42.4576225119759
2341 437.5 476.5 640.5507 3K 6 217 303.183341479373
2341 430.5 435.5 667.1266 3K 6 217 135.056712047286
2341 440.5 470.5 480.1088 3K 6 217 459.679943932085
2342 368.5 374.5 566.349 3K 6 217 388.945843226294
2342 431.5 419.5 604.4519 3K 6 217 510.930564053633
2342 450.5 473.5 528.3523 3K 6 217 926.016568665395
2343 451.5 455.5 580.8897 3K 6 217 283.396662188031
2343 390.5 372.5 652.1131 3K 6 217 98.3069700572237
2343 440.5 487.5 539.2015 3K 6 217 488.336148594542
2344 454.5 476.5 582.5823 3K 6 217 151.982076360068
2344 377.5 382.5 584.5161 3K 6 217 114.109872623881
2344 431.5 477.5 668.626 3K 6 217 55.7298615223209
2345 332.5 333.5 515.3985 3K 6 217 90.9785573613979
2345 321.5 323.5 636.0249 3K 6 217 74.7445505017226
2345 329.5 346.5 587.7501 3K 6 217 377.085831446946
2346 366.5 284.5 577.2064 3K 6 217 886.638897411824
2346 375.5 375.5 583.6928 3K 6 217 1053.03055288138
2346 455.5 456.5 554.39 3K 6 217 1963.25360375967
2347 351.5 368.5 548.693 3K 6 217 658.632583407334
2347 442.5 476.5 675.4975 3K 6 217 795.475733390099
2347 327.5 320.5 514.107 3K 6 217 1341.82609983614
2348 403.5 406.5 594.2605 3K 6 217 903.80703956124
2348 308.5 339.5 596.9182 3K 6 217 74.2982807605952
2348 348.5 331.5 624.7937 3K 6 217 345.803299437011
2349 443.5 472.5 725.5584 3K 6 217 343.99965806033
2349 461.5 465.5 634.0517 3K 6 217 56.3852427166826
2349 321.5 336.5 688.8583 3K 6 217 340.113039111282
2350 360.5 281.5 529.1752 3K 6 217 597.632481346646
2350 462.5 450.5 628.8071 3K 6 217 131.108378135733
2350 391.5 379.5 634.7939 3K 6 217 105.783669624777
2351 440.5 473.5 579.2128 3K 6 217 892.632466469477
2351 324.5 319.5 652.6097 3K 6 217 188.272379390487
2351 397.5 385.5 611.7986 3K 6 217 41.0172808847103
2352 320.5 319.5 627.9414 3K 6 217 370.899834651301
2352 324.5 332.5 716.9602 3K 6 217 186.150785404497
2352 449.5 476.5 550.371 3K 6 217 432.56129074878
2353 326.5 333.5 661.5552 3K 6 217 146.160738197925
2353 437.5 476.5 640.5507 3K 6 217 52.4362570756739
2353 457.5 468.5 545.7678 3K 6 217 360.158789560697
2354 358.5 330.5 580.8673 3K 6 217 250.801067339665
2354 322.5 320.5 605.5478 3K 6 217 546.787445611655
2354 376.5 329.5 622.7292 3K 6 217 477.906306806622
2355 370.5 376.5 644.8811 3K 6 217 858.772627485426
2355 371.5 327.5 548.9962 3K 6 217 658.506064829125
2355 472.5 479.5 545.0125 3K 6 217 1036.70678207891
2356 349.5 366.5 571.6768 3K 6 217 565.12424494118
2356 368.5 330.5 629.1136 3K 6 217 61.4774711212879
2356 350.5 309.5 627.908 3K 6 217 1116.7933858612
2357 442.5 476.5 675.4975 3K 6 217 251.434092987863
2357 345.5 335.5 558.4537 3K 6 217 708.960303357189
2357 369.5 330.5 631.6263 3K 6 217 1430.04681268156
2358 335.5 329.5 585.2194 3K 6 217 968.055767938229
2358 362.5 279.5 602.8029 3K 6 217 199.441788938574
2358 359.5 325.5 522.5487 3K 6 217 1200.23689234335
2359 459.5 452.5 588.0684 3K 6 217 527.081683288503
2359 386.5 376.5 545.1292 3K 6 217 358.771207089863
2359 346.5 313.5 558.628 3K 6 217 126.90136153113
2360 386.5 382.5 504.4985 3K 6 217 327.485854274115
2360 316.5 331.5 753.7411 3K 6 217 29.4944688689747
2360 457.5 453.5 637.4383 3K 6 217 206.005994655706
2361 376.5 279.5 551.7148 3K 6 217 310.924954485653
2361 306.5 328.5 560.9212 3K 6 217 138.043140030094
2361 354.5 281.5 659.7248 3K 6 217 183.835634313693
2362 336.5 350.5 617.1463 3K 6 217 517.567775891156
2362 446.5 475.5 568.0957 3K 6 217 173.489865729192
2362 436.5 479.5 651.2076 3K 6 217 209.613016476132
2363 393.5 381.5 653.8665 3K 6 217 257.095065502086
2363 377.5 281.5 618.4595 3K 6 217 102.957240411615
2363 387.5 377.5 632.4633 3K 6 217 55.1498340475749
2364 371.5 283.5 591.1593 3K 6 217 625.468124964835
2364 373.5 322.5 693.2263 3K 6 217 102.290917849715
2364 330.5 329.5 700.7678 3K 6 217 607.547815422296
2365 457.5 464.5 594.0136 3K 6 217 324.470890588253
2365 446.5 477.5 591.2016 3K 6 217 198.087186440363
2365 311.5 321.5 564.9354 3K 6 217 886.593927979089
2366 387.5 379.5 623.7463 3K 6 217 91.4805350942797
2366 363.5 296.5 563.2148 3K 6 217 146.849977116869
2366 443.5 453.5 659.9418 3K 6 217 33.7615133848349
2367 365.5 285.5 591.2805 3K 6 217 548.475449704498
2367 316.5 323.5 623.9052 3K 6 217 1294.28704100584
2367 324.5 338.5 561.909 3K 6 217 930.452573306785
2368 368.5 294.5 684.3909 3K 6 217 286.325094941529
2368 373.5 373.5 649.0539 3K 6 217 379.557237116295
2368 351.5 369.5 535.6364 3K 6 217 32.433224799131
2369 363.5 293.5 554.4125 3K 6 217 819.87005693234
2369 375.5 324.5 556.8966 3K 6 217 408.340504647393
2369 356.5 331.5 589.0624 3K 6 217 363.997844278145
2370 309.5 329.5 565.408 3K 6 217 218.900185917126
2370 405.5 408.5 580.0493 3K 6 217 735.209978029925
2370 352.5 328.5 582.9997 3K 6 217 829.884879220808
2371 450.5 480.5 578.095 3K 6 217 457.520407234078
2371 430.5 484.5 567.6182 3K 6 217 173.576770375752
2371 314.5 323.5 669.1054 3K 6 217 274.681727517719
2372 331.5 333.5 586.866 3K 6 217 326.357925388249
2372 325.5 321.5 658.5092 3K 6 217 199.642596713126
2372 447.5 451.5 631.8326 3K 6 217 180.597006528531
2373 367.5 294.5 625.084 3K 6 217 509.532799618218
2373 322.5 332.5 657.8032 3K 6 217 1047.9237163216
2373 310.5 333.5 545.0936 3K 6 217 552.885901874557
2374 367.5 329.5 589.8484 3K 6 217 1548.53379561297
2374 322.5 337.5 555.9401 3K 6 217 452.307266358826
2374 374.5 325.5 525.4527 3K 6 217 1516.1081589252
2375 448.5 477.5 568.0336 3K 6 217 899.828097391135
2375 356.5 314.5 681.7477 3K 6 217 295.987760279066
2375 447.5 486.5 567.5555 3K 6 217 1452.90764072516
2376 333.5 343.5 568.0588 3K 6 217 1208.43385940185
2376 468.5 478.5 617.8802 3K 6 217 521.578862624378
2376 319.5 333.5 722.9584 3K 6 217 183.92019519486
2377 328.5 330.5 728.9752 3K 6 217 258.681475415458
2377 339.5 328.5 583.1889 3K 6 217 437.162631060638
2377 365.5 284.5 661.9656 3K 6 217 161.158752009304
2378 459.5 456.5 536.3221 3K 6 217 2401.85942404797
2378 454.5 457.5 553.3891 3K 6 217 379.890854616217
2378 432.5 418.5 634.3037 3K 6 217 327.737236364857
2379 441.5 487.5 537.6467 3K 6 217 14.8102552498324
2379 390.5 387.5 606.0308 3K 6 217 156.157492342899
2379 443.5 475.5 694.6234 3K 6 217 197.98476354194
2380 371.5 378.5 541.4383 3K 6 217 100.92332387487
2380 433.5 421.5 554.3754 3K 6 217 807.459294213287
2380 438.5 455.5 551.5671 3K 6 217 1395.05017278161
2381 458.5 480.5 573.8382 3K 6 217 1223.00806521023
2381 441.5 486.5 603.6005 3K 6 217 44.3698353633821
2381 360.5 284.5 581.5798 3K 6 217 814.45555989305
2382 321.5 333.5 729.8149 3K 6 217 889.473527614237
2382 453.5 477.5 564.8117 3K 6 217 760.351571597708
2382 411.5 410.5 559.1882 3K 6 217 788.529741543187
2383 378.5 385.5 676.0904 3K 6 217 199.141256305116
2383 373.5 322.5 693.2263 3K 6 217 13.0416051198745
2383 365.5 296.5 636.7748 3K 6 217 189.56143232636
2384 439.5 455.5 617.2087 3K 6 217 426.491635233308
2384 367.5 328.5 500.4825 3K 6 217 318.735036129734
2384 334.5 355.5 581.1464 3K 6 217 673.844352797083
2385 331.5 346.5 574.9362 3K 6 217 682.336351892106
2385 458.5 457.5 570.8486 3K 6 217 1014.73548646587
2385 381.5 366.5 700.8039 3K 6 217 386.6203551392
2386 402.5 399.5 623.136 3K 6 217 325.959635601106
2386 332.5 344.5 621.0197 3K 6 217 1560.00945655094
2386 356.5 315.5 625.4954 3K 6 217 226.727109573367
2387 373.5 323.5 656.7648 3K 6 217 233.089178605379
2387 357.5 327.5 561.1084 3K 6 217 761.705571026955
2387 433.5 418.5 628.2154 3K 6 217 19.7901128327626
2388 374.5 283.5 640.7085 3K 6 217 730.367881117705
2388 465.5 479.5 614.9764 3K 6 217 230.982274277358
2388 331.5 344.5 538.98 3K 6 217 220.802173657568
2389 431.5 432.5 543.3747 3K 6 217 908.676577728892
2389 311.5 340.5 597.4338 3K 6 217 325.683313280059
2389 427.5 437.5 601.5408 3K 6 217 1506.55841170109
2390 364.5 284.5 621.5848 3K 6 217 858.343847048405
2390 442.5 480.5 630.2496 3K 6 217 420.604350808813
2390 369.5 290.5 509.6382 3K 6 217 359.768701411558
2391 375.5 368.5 668.6565 3K 6 217 45.546153529622
2391 369.5 284.5 564.2458 3K 6 217 160.844072289982
2391 355.5 330.5 538.8047 3K 6 217 94.1739053640373
2392 359.5 283.5 627.3839 3K 6 217 284.117518597848
2392 445.5 476.5 616.1935 3K 6 217 198.206930016731
2392 425.5 441.5 677.4101 3K 6 217 210.141763948397
2393 334.5 343.5 662.049 3K 6 217 466.951592683951
2393 352.5 319.5 583.3279 3K 6 217 277.069076430425
2393 432.5 482.5 634.2 3K 6 217 322.519860286872
2394 352.5 365.5 616.8843 3K 6 217 129.409437228234
2394 455.5 482.5 584.2389 3K 6 217 614.661007069613
2394 329.5 346.5 587.7501 3K 6 217 212.278306266229
2395 410.5 411.5 633.426 3K 6 217 257.856731192115
2395 431.5 417.5 608.9514 3K 6 217 279.889369404873
2395 358.5 285.5 591.1964 3K 6 217 118.962228922677
2396 433.5 477.5 643.7517 3K 6 217 61.259913444223
2396 359.5 316.5 671.8877 3K 6 217 98.4432288569511
2396 364.5 324.5 487.9273 3K 6 217 108.978972973886
2397 361.5 322.5 468.3697 3K 6 217 1617.43609415921
2397 461.5 458.5 633.8811 3K 6 217 274.270287067078
2397 333.5 354.5 596.9115 3K 6 217 217.850341882254
2398 377.5 382.5 584.5161 3K 6 217 502.300653317361
2398 440.5 475.5 641.848 3K 6 217 546.374944890559
2398 414.5 413.5 564.0078 3K 6 217 287.705551703355
2399 390.5 384.5 646.3302 3K 6 217 505.910765924924
2399 419.5 412.5 697.313 3K 6 217 111.658556550101
2399 352.5 312.5 631.9636 3K 6 217 315.185622781739
2400 439.5 475.5 717.5304 3K 6 217 327.378071943322
2400 397.5 394.5 519.4648 3K 6 217 288.5956311916
2400 380.5 278.5 589.8084 3K 6 217 297.988528106149
2401 359.5 327.5 548.9896 3K 6 217 223.716908813529
2401 429.5 418.5 613.9686 3K 6 217 258.704959594488
2401 456.5 453.5 549.9774 3K 6 217 551.41812458201
2402 312.5 319.5 555.8969 3K 6 217 108.383315982691
2402 457.5 462.5 629.1435 3K 6 217 726.130436013201
2402 331.5 355.5 604.441 3K 6 217 347.858503539563
2403 457.5 458.5 634.8975 3K 6 217 465.982514440201
2403 432.5 432.5 572.0618 3K 6 217 158.467246118301
2403 362.5 296.5 558.8285 3K 6 217 701.929613815256
2404 458.5 451.5 594.0375 3K 6 217 147.381522117378
2404 374.5 328.5 527.3728 3K 6 217 58.9033274005145
2404 434.5 454.5 645.9396 3K 6 217 533.770164763824
2405 351.5 308.5 667.5336 3K 6 217 317.196047998755
2405 344.5 358.5 592.0379 3K 6 217 237.00346318413
